"id","taxonID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","scientificName","acceptedNameUsage","parentNameUsage","namePublishedIn","namePublishedInYear","higherClassification","phylum","class","order","family","genus","specificEpithet","infraspecificEpithet","taxonRank","scientificNameAuthorship","taxonomicStatus","nomenclaturalStatus","modified","bibliographicCitation","references"
"4534","4534","","4520","","Aspidosperma spruceanum Benth. ex Müll.Arg.","","Aspidosperma Mart. & Zucc.","Fl. bras. 6: 52 1860","1860","Flora;Angiospermas;Apocynaceae Juss.;Aspidosperma Mart. & Zucc.;Aspidosperma spruceanum Benth. ex Müll.Arg.","","","","Apocynaceae","Aspidosperma","spruceanum","","ESPECIE","Benth. ex Müll.Arg.","NOME_ACEITO","NOME_CORRETO","2014-09-20 13:23:27.741","Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4534"
"4535","4535","","4520","","Aspidosperma subincanum Mart.","","Aspidosperma Mart. & Zucc.","Prodr. 8: 397 1844","1844","Flora;Angiospermas;Apocynaceae Juss.;Aspidosperma Mart. & Zucc.;Aspidosperma subincanum Mart.","","","","Apocynaceae","Aspidosperma","subincanum","","ESPECIE","Mart.","NOME_ACEITO","NOME_CORRETO","2014-10-07 22:31:15.055","Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4535"
"4536","4536","","4520","","Aspidosperma thomasii Marc.-Ferr.","","Aspidosperma Mart. & Zucc.","Brittonia 51: 74 1999","1999","Flora;Angiospermas;Apocynaceae Juss.;Aspidosperma Mart. & Zucc.;Aspidosperma thomasii Marc.-Ferr.","","","","Apocynaceae","Aspidosperma","thomasii","","ESPECIE","Marc.-Ferr.","NOME_ACEITO","NOME_CORRETO","2014-09-20 14:02:15.282","Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4536"
"4537","4537","","48","","Bahiella J.F.Morales","","Apocynaceae Juss.","","","Flora;Angiospermas;Apocynaceae Juss.;Bahiella J.F.Morales","","","","Apocynaceae","Bahiella","","","GENERO","J.F.Morales","NOME_ACEITO","NOME_CORRETO","2017-01-05 15:06:35.195","Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4537"
"4538","4538","","4537","41232","Bahiella blanchetii (A.DC.) J.F.Morales","","Bahiella J.F.Morales","Sida 22(1): 342 2006","2006","Flora;Angiospermas;Apocynaceae Juss.;Bahiella J.F.Morales;Bahiella blanchetii (A.DC.) J.F.Morales","","","","Apocynaceae","Bahiella","blanchetii","","ESPECIE","(A.DC.) J.F.Morales","NOME_ACEITO","NOME_CORRETO","2017-01-05 15:05:47.109","Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4538"
"4539","4539","","4537","","Bahiella infundibuliflora J.F.Morales","","Bahiella J.F.Morales","Sida 22: 345 2006","2006","Flora;Angiospermas;Apocynaceae Juss.;Bahiella J.F.Morales;Bahiella infundibuliflora J.F.Morales","","","","Apocynaceae","Bahiella","infundibuliflora","","ESPECIE","J.F.Morales","NOME_ACEITO","NOME_CORRETO","2017-01-06 13:06:47.348","Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4539"
"4540","4540","","48","","Barjonia Decne.","","Apocynaceae Juss.","","","Flora;Angiospermas;Apocynaceae Juss.;Barjonia Decne.","","","","Apocynaceae","Barjonia","","","GENERO","Decne.","NOME_ACEITO","NOME_CORRETO","2017-02-23 10:43:30.205","Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4540"
"4541","4541","","4540","131028","Barjonia erecta (Vell.) K.Schum.","","Barjonia Decne.","Die natürlichen Pflanzenfamilien 4(2): 285 1895","1895","Flora;Angiospermas;Apocynaceae Juss.;Barjonia Decne.;Barjonia erecta (Vell.) K.Schum.","","","","Apocynaceae","Barjonia","erecta","","ESPECIE","(Vell.) K.Schum.","NOME_ACEITO","NOME_CORRETO","2017-03-24 11:42:47.604","Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4541"
"4542","4542","","48","","Blepharodon Decne.","","Apocynaceae Juss.","","","Flora;Angiospermas;Apocynaceae Juss.;Blepharodon Decne.","","","","Apocynaceae","Blepharodon","","","GENERO","Decne.","NOME_ACEITO","NOME_CORRETO","2016-08-04 15:53:11.743","Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4542"
"4543","4543","","4542","","Blepharodon ampliflorum E.Fourn.","","Blepharodon Decne.","","","Flora;Angiospermas;Apocynaceae Juss.;Blepharodon Decne.;Blepharodon ampliflorum E.Fourn.","","","","Apocynaceae","Blepharodon","ampliflorum","","ESPECIE","E.Fourn.","NOME_ACEITO","NOME_CORRETO","2014-03-21 11:47:56.69","Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4543"
"4544","4544","","4542","","Blepharodon bicuspidatum E.Fourn.","","Blepharodon Decne.","","","Flora;Angiospermas;Apocynaceae Juss.;Blepharodon Decne.;Blepharodon bicuspidatum E.Fourn.","","","","Apocynaceae","Blepharodon","bicuspidatum","","ESPECIE","E.Fourn.","NOME_ACEITO","NOME_CORRETO","2014-03-21 11:59:53.127","Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4544"
"4545","4545","","4542","131585","Blepharodon lineare (Decne.) Decne.","","Blepharodon Decne.","","","Flora;Angiospermas;Apocynaceae Juss.;Blepharodon Decne.;Blepharodon lineare (Decne.) Decne.","","","","Apocynaceae","Blepharodon","lineare","","ESPECIE","(Decne.) Decne.","NOME_ACEITO","NOME_CORRETO","2016-08-04 15:51:44.751","Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4545"
"4546","4546","21897","4542","131242","Blepharodon nitidum (Vell.) J.F.Macbr.","Blepharodon pictum (Vahl) W.D.Stevens","Blepharodon Decne.","","","Flora;Angiospermas;Apocynaceae Juss.;Blepharodon Decne.;Blepharodon nitidum (Vell.) J.F.Macbr.","","","","Apocynaceae","Blepharodon","nitidum","","ESPECIE","(Vell.) J.F.Macbr.","SINONIMO","","2009-12-09 13:41:47.147335","Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4546"
"4547","4547","","4542","","Blepharodon reflexum Malme","","Blepharodon Decne.","","","Flora;Angiospermas;Apocynaceae Juss.;Blepharodon Decne.;Blepharodon reflexum Malme","","","","Apocynaceae","Blepharodon","reflexum","","ESPECIE","Malme","NOME_ACEITO","NOME_CORRETO","2014-03-21 18:45:53.478","Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4547"
"4548","4548","","48","","Condylocarpon Desf.","","Apocynaceae Juss.","","","Flora;Angiospermas;Apocynaceae Juss.;Condylocarpon Desf.","","","","Apocynaceae","Condylocarpon","","","GENERO","Desf.","NOME_ACEITO","NOME_CORRETO","2016-06-07 12:42:42.967","Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4548"
"4549","4549","","4548","41288","Condylocarpon isthmicum (Vell.) A.DC.","","Condylocarpon Desf.","","","Flora;Angiospermas;Apocynaceae Juss.;Condylocarpon Desf.;Condylocarpon isthmicum (Vell.) A.DC.","","","","Apocynaceae","Condylocarpon","isthmicum","","ESPECIE","(Vell.) A.DC.","NOME_ACEITO","NOME_CORRETO","2014-10-01 18:59:20.233","Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4549"
"4550","4550","","48","","Couma Aubl.","","Apocynaceae Juss.","","","Flora;Angiospermas;Apocynaceae Juss.;Couma Aubl.","","","","Apocynaceae","Couma","","","GENERO","Aubl.","NOME_ACEITO","NOME_CORRETO","2016-07-13 14:43:55.637","Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4550"
"4551","4551","","4550","","Couma rigida Müll.Arg.","","Couma Aubl.","","","Flora;Angiospermas;Apocynaceae Juss.;Couma Aubl.;Couma rigida Müll.Arg.","","","","Apocynaceae","Couma","rigida","","ESPECIE","Müll.Arg.","NOME_ACEITO","NOME_CORRETO","2014-09-15 20:11:24.477","Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4551"
"4552","4552","","48","","Cynanchum L.","","Apocynaceae Juss.","","","Flora;Angiospermas;Apocynaceae Juss.;Cynanchum L.","","","","Apocynaceae","Cynanchum","","","GENERO","L.","NOME_ACEITO","NOME_CORRETO","2016-07-22 17:45:08.915","Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4552"
"4553","4553","","4552","131593","Cynanchum brasiliense (Morillo) Liede","","Cynanchum L.","","","Flora;Angiospermas;Apocynaceae Juss.;Cynanchum L.;Cynanchum brasiliense (Morillo) Liede","","","","Apocynaceae","Cynanchum","brasiliense","","ESPECIE","(Morillo) Liede","NOME_ACEITO","NOME_CORRETO","2017-03-29 14:59:35.138","Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4553"
"4554","4554","","4552","","Cynanchum montevidense Spreng.","","Cynanchum L.","","","Flora;Angiospermas;Apocynaceae Juss.;Cynanchum L.;Cynanchum montevidense Spreng.","","","","Apocynaceae","Cynanchum","montevidense","","ESPECIE","Spreng.","NOME_ACEITO","NOME_CORRETO","2016-07-22 16:18:35.955","Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4554"
"4555","4555","","4552","131853","Cynanchum roulinioides (E.Fourn.) Rapini","","Cynanchum L.","","","Flora;Angiospermas;Apocynaceae Juss.;Cynanchum L.;Cynanchum roulinioides (E.Fourn.) Rapini","","","","Apocynaceae","Cynanchum","roulinioides","","ESPECIE","(E.Fourn.) Rapini","NOME_ACEITO","NOME_CORRETO","2014-06-27 16:30:33.964","Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4555"
"4556","4556","","48","","Ditassa R.Br.","","Apocynaceae Juss.","","","Flora;Angiospermas;Apocynaceae Juss.;Ditassa R.Br.","","","","Apocynaceae","Ditassa","","","GENERO","R.Br.","NOME_ACEITO","NOME_CORRETO","2017-03-08 17:08:25.215","Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4556"
"4557","4557","","4556","","Ditassa aequicymosa E.Fourn.","","Ditassa R.Br.","","","Flora;Angiospermas;Apocynaceae Juss.;Ditassa R.Br.;Ditassa aequicymosa E.Fourn.","","","","Apocynaceae","Ditassa","aequicymosa","","ESPECIE","E.Fourn.","NOME_ACEITO","NOME_CORRETO","2017-02-05 19:01:04.162","Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4557"
"4558","4558","","4556","","Ditassa arianeae Fontella & E.A.Schwarz","","Ditassa R.Br.","","","Flora;Angiospermas;Apocynaceae Juss.;Ditassa R.Br.;Ditassa arianeae Fontella & E.A.Schwarz","","","","Apocynaceae","Ditassa","arianeae","","ESPECIE","Fontella & E.A.Schwarz","NOME_ACEITO","NOME_CORRETO","2017-04-26 15:14:38.531","Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4558"
"4559","4559","","4556","","Ditassa banksii R.Br. ex Schult.","","Ditassa R.Br.","","","Flora;Angiospermas;Apocynaceae Juss.;Ditassa R.Br.;Ditassa banksii R.Br. ex Schult.","","","","Apocynaceae","Ditassa","banksii","","ESPECIE","R.Br. ex Schult.","NOME_ACEITO","NOME_CORRETO","2017-04-01 11:40:56.145","Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4559"
"4560","4560","","4556","","Ditassa bicolor Decne.","","Ditassa R.Br.","","","Flora;Angiospermas;Apocynaceae Juss.;Ditassa R.Br.;Ditassa bicolor Decne.","","","","Apocynaceae","Ditassa","bicolor","","ESPECIE","Decne.","NOME_ACEITO","NOME_CORRETO","2016-09-02 13:18:18.878","Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4560"
"4561","4561","","4556","","Ditassa blanchetii Decne.","","Ditassa R.Br.","","","Flora;Angiospermas;Apocynaceae Juss.;Ditassa R.Br.;Ditassa blanchetii Decne.","","","","Apocynaceae","Ditassa","blanchetii","","ESPECIE","Decne.","NOME_ACEITO","NOME_CORRETO","2016-09-16 13:31:52.464","Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4561"
"4562","4562","","4556","","Ditassa burchellii Hook. & Arn.","","Ditassa R.Br.","","","Flora;Angiospermas;Apocynaceae Juss.;Ditassa R.Br.;Ditassa burchellii Hook. & Arn.","","","","Apocynaceae","Ditassa","burchellii","","ESPECIE","Hook. & Arn.","NOME_ACEITO","NOME_CORRETO","2016-09-02 13:57:08.724","Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4562"
"4563","4563","","4556","","Ditassa conceptionis Fontella","","Ditassa R.Br.","","","Flora;Angiospermas;Apocynaceae Juss.;Ditassa R.Br.;Ditassa conceptionis Fontella","","","","Apocynaceae","Ditassa","conceptionis","","ESPECIE","Fontella","NOME_ACEITO","NOME_CORRETO","2016-09-16 10:12:31.406","Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4563"
"4564","4564","","4556","","Ditassa congesta E.Fourn.","","Ditassa R.Br.","","","Flora;Angiospermas;Apocynaceae Juss.;Ditassa R.Br.;Ditassa congesta E.Fourn.","","","","Apocynaceae","Ditassa","congesta","","ESPECIE","E.Fourn.","NOME_ACEITO","NOME_CORRETO","2016-09-13 11:10:10.785","Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4564"
"4565","4565","","4556","","Ditassa crassifolia Decne.","","Ditassa R.Br.","","","Flora;Angiospermas;Apocynaceae Juss.;Ditassa R.Br.;Ditassa crassifolia Decne.","","","","Apocynaceae","Ditassa","crassifolia","","ESPECIE","Decne.","NOME_ACEITO","NOME_CORRETO","2016-09-02 17:13:17.52","Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4565"
"4566","4566","","4556","","Ditassa duartei Fontella & T.U.P.Konno","","Ditassa R.Br.","Bradea 8(47): 320 2002","2002","Flora;Angiospermas;Apocynaceae Juss.;Ditassa R.Br.;Ditassa duartei Fontella & T.U.P.Konno","","","","Apocynaceae","Ditassa","duartei","","ESPECIE","Fontella & T.U.P.Konno","NOME_ACEITO","NOME_CORRETO","2016-10-06 11:20:51.127","Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4566"
"4567","4567","","4556","","Ditassa edmundoi Fontella & Valente","","Ditassa R.Br.","Bol. Univ. Fed. Paraná 22: 2 1969","1969","Flora;Angiospermas;Apocynaceae Juss.;Ditassa R.Br.;Ditassa edmundoi Fontella & Valente","","","","Apocynaceae","Ditassa","edmundoi","","ESPECIE","Fontella & Valente","NOME_ACEITO","NOME_CORRETO","2016-10-06 13:50:22.65","Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4567"
"4568","4568","","4556","","Ditassa gracilis Hand.-Mazz.","","Ditassa R.Br.","","","Flora;Angiospermas;Apocynaceae Juss.;Ditassa R.Br.;Ditassa gracilis Hand.-Mazz.","","","","Apocynaceae","Ditassa","gracilis","","ESPECIE","Hand.-Mazz.","NOME_ACEITO","NOME_CORRETO","2017-03-07 14:47:08.299","Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4568"
"4569","4569","","4556","131046","Ditassa hispida (Vell.) Fontella","","Ditassa R.Br.","Bradea 3(2): 5 1979","1979","Flora;Angiospermas;Apocynaceae Juss.;Ditassa R.Br.;Ditassa hispida (Vell.) Fontella","","","","Apocynaceae","Ditassa","hispida","","ESPECIE","(Vell.) Fontella","NOME_ACEITO","NOME_CORRETO","2017-04-01 11:32:17.016","Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4569"
"4570","4570","","4556","","Ditassa imbricata E.Fourn.","","Ditassa R.Br.","","","Flora;Angiospermas;Apocynaceae Juss.;Ditassa R.Br.;Ditassa imbricata E.Fourn.","","","","Apocynaceae","Ditassa","imbricata","","ESPECIE","E.Fourn.","NOME_ACEITO","NOME_CORRETO","2014-06-16 17:43:52.945","Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4570"
"4571","4571","","4556","","Ditassa laevis Mart.","","Ditassa R.Br.","","","Flora;Angiospermas;Apocynaceae Juss.;Ditassa R.Br.;Ditassa laevis Mart.","","","","Apocynaceae","Ditassa","laevis","","ESPECIE","Mart.","NOME_ACEITO","NOME_CORRETO","2014-03-24 17:40:31.542","Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4571"
"4572","4572","","4556","","Ditassa lenheirensis Silveira","","Ditassa R.Br.","","","Flora;Angiospermas;Apocynaceae Juss.;Ditassa R.Br.;Ditassa lenheirensis Silveira","","","","Apocynaceae","Ditassa","lenheirensis","","ESPECIE","Silveira","NOME_ACEITO","NOME_CORRETO","2017-04-01 12:12:54.809","Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4572"
"4573","4573","","4556","","Ditassa leonii Fontella & T.U.P.Konno","","Ditassa R.Br.","","","Flora;Angiospermas;Apocynaceae Juss.;Ditassa R.Br.;Ditassa leonii Fontella & T.U.P.Konno","","","","Apocynaceae","Ditassa","leonii","","ESPECIE","Fontella & T.U.P.Konno","NOME_ACEITO","NOME_CORRETO","2017-04-01 12:09:13.4","Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4573"
"4574","4574","","4556","","Ditassa linearis Mart.","","Ditassa R.Br.","","","Flora;Angiospermas;Apocynaceae Juss.;Ditassa R.Br.;Ditassa linearis Mart.","","","","Apocynaceae","Ditassa","linearis","","ESPECIE","Mart.","NOME_ACEITO","NOME_CORRETO","2014-03-24 18:09:07.637","Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4574"
"4575","4575","","4556","131614","Ditassa longicaulis (E.Fourn.) Rapini","","Ditassa R.Br.","","","Flora;Angiospermas;Apocynaceae Juss.;Ditassa R.Br.;Ditassa longicaulis (E.Fourn.) Rapini","","","","Apocynaceae","Ditassa","longicaulis","","ESPECIE","(E.Fourn.) Rapini","NOME_ACEITO","NOME_CORRETO","2014-03-24 18:11:47.423","Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4575"
"4576","4576","","4556","77966","Ditassa longisepala (Hua) Fontella & E.A.Schwarz","","Ditassa R.Br.","","","Flora;Angiospermas;Apocynaceae Juss.;Ditassa R.Br.;Ditassa longisepala (Hua) Fontella & E.A.Schwarz","","","","Apocynaceae","Ditassa","longisepala","","ESPECIE","(Hua) Fontella & E.A.Schwarz","NOME_ACEITO","NOME_CORRETO","2014-06-27 16:38:13.475","Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4576"
"4577","4577","","4556","","Ditassa maricaensis Fontella & E.A.Schwarz","","Ditassa R.Br.","","","Flora;Angiospermas;Apocynaceae Juss.;Ditassa R.Br.;Ditassa maricaensis Fontella & E.A.Schwarz","","","","Apocynaceae","Ditassa","maricaensis","","ESPECIE","Fontella & E.A.Schwarz","NOME_ACEITO","NOME_CORRETO","2014-03-24 18:18:27.387","Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4577"
"4578","4578","","4556","","Ditassa mucronata Mart.","","Ditassa R.Br.","","","Flora;Angiospermas;Apocynaceae Juss.;Ditassa R.Br.;Ditassa mucronata Mart.","","","","Apocynaceae","Ditassa","mucronata","","ESPECIE","Mart.","NOME_ACEITO","NOME_CORRETO","2017-04-01 12:14:20.16","Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4578"
"4579","4579","","4556","","Ditassa nitida Decne.","","Ditassa R.Br.","","","Flora;Angiospermas;Apocynaceae Juss.;Ditassa R.Br.;Ditassa nitida Decne.","","","","Apocynaceae","Ditassa","nitida","","ESPECIE","Decne.","NOME_ACEITO","NOME_CORRETO","2014-03-24 18:45:17.86","Flora do Brasil 2020 em construção. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br.","http://reflora.jbrj.gov.br/reflora/listaBrasil/FichaPublicaTaxonUC/FichaPublicaTaxonUC.do?id=FB4579"
